ตาก,3,นาย,มงคล,แสงนิล,13,รักษ์ผืนป่าประเทศไทย
ตาก,3,นาย,สกนธ์,สังข์สําราญสกุล,14,ประชาชนปฏิรปู
ตาก,3,นาย,พูลศักดิ์,ตันยา,15,รวมพลังประชาชาติไทย
ตาก,3,นาย,บรรเลง,เที่ยงตรง,16,พลังชาติไทย
นครนายก,1,นาย,อุดม,พัชรพนาวีร์,16,อนาคตใหม่
นครนายก,1,นาง,สมศิริ,กัลยาเลิศ,17,รวมพลังประชาชาติไทย
นครปฐม,2,นางสาว,พิมพ์รตา,ศาสตร์สมัย,16,พลังชาติไทย
นครปฐม,2,นาย,พาณุวัฒณ์,สะสมทรัพย์,17,ชาติไทยพัฒนา
นครปฐม,2,นาย,ปพน,มากลัด,18,ไทยรุ่งเรือง
นครพนม,1,นาย,ดามทมิฬ,สิงห์งอย,21,เพื่อนไทย
นครพนม,1,นาย,บุญญาธิการ,บารมีเป็นเลิศ,22,ไทยศรีวิไลย์
นครพนม,2,นาย,เกษม,โพลมาศ,18,เพื่อแผ่นดิน
นครพนม,2,นางสาว,พนัชกร,ภคอธิเชษฐ์,19,ไทยศรีวิไลย์
นครพนม,2,นาย,สนิท,ชากิจดี,20,ประชาธิปไตยใหม่
นครพนม,2,นาย,ธนวัฒน์,นันทะจักร์,21,เพื่อนไทย
นครพนม,3,นาย,วิโรจน์,ศรีฉ่ําพันธุ์,16,เพื่อแผ่นดิน
นครพนม,3,นาย,มิตตา,จันทนะ,17,รวมใจไทย
นครพนม,3,นาย,ธนชาต,ธนโชติพิพิธ,18,ไทยศรีวิไลย์
นครพนม,3,นาย,สุวิบลู ย์,เตโชจิรพัฒน์,19,พลเมืองไทย
นครพนม,4,สิบตํารวจตรี,กฐสักกษัษฐี,โคตุทา,20,เพื่อแผ่นดิน
นครพนม,4,นาง,วราภรณ์,อาคะนิช,21,รวมใจไทย
นครพนม,4,นางสาว,ปราณี,ยะสะกะ,22,พลเมืองไทย
นครพนม,4,นาย,ปียา,ผารุธรรม,23,ไทยศรีวิไลย์
นครพนม,4,นาย,บรรจบศิลป์,จันทะวัง,24,เพื่อนไทย
นครราชสีมา,1,นาย,คณพศ,ตระกูลภัทรเวช,22,ประชาธิปไตยใหม่
นครราชสีมา,2,นาย,สาทิพย์,ผิวผักแว่น,20,เพื่อแผ่นดิน
นครราชสีมา,2,นาย,วาสนา,แต้มพุดซา,21,พลังท้องถิ่นไท
นครราชสีมา,2,นาย,สันติ,วงษาเกษ,22,ประชาธิปไตยใหม่
นครราชสีมา,3,นาย,สมพร,เกตุจันทึก,19,พลังท้องถิ่นไท
