ลําดับที่,จังหวัด,เขต,,,,,
เลือกตั้งที่,เลขที่,,,,,,
ใบรับใบสมัคร,คํานําหน้า,,,,,,
ผู้สมัคร,ชื่อผู้สมัคร,นามสกุลผู้สมัคร,ชื่อพรรคการเมือง,,,,
6631,เพชรบูรณ์,5,5,นาย,สมโภชน์,นวลสาลี,ภูมิใจไทย
6632,เพชรบูรณ์,5,6,นางสาว,กานต์ญาณ์มาศ,บำรุงอ่วม,ประชาภิวัฒน์
6633,เพชรบูรณ์,5,7,นาย,ศักรินทร์,พันสมตน,แทนคุณแผ่นดิน
6634,เพชรบูรณ์,5,8,นาย,สิทธิชัย,ต๊ะอาจ,เพื่อชาติ
6635,เพชรบูรณ์,5,9,นาย,คฑาเพชร,แก่นแก้ว,ประชาธิปัตย์
6636,เพชรบูรณ์,5,10,นาย,มาวิณหุ์,พรหมบุญ,ประชาชนปฏิรูป
6637,เพชรบูรณ์,5,11,นาย,กฤษฎา,บัวสุวรรณ์,ไทยรักษาชาติ
6638,เพชรบูรณ์,5,12,นาย,มนัส,ทองคันทา,พลังชาติไทย
6639,เพชรบูรณ์,5,13,นาย,สุพล,เกียมขุนทด,ประชาธิปไตยใหม่
6640,เพชรบูรณ์,5,14,นาย,สุวรรณ์,มูลตา,รักษ์ผืนป่าประเทศไทย
6641,เพชรบูรณ์,5,15,นาย,สุชาติ,น้อยคนดี,พลังท้องถิ่นไท
6642,เพชรบูรณ์,5,16,ร้อยตรี,บุญจันทร์,ยืนยง,เพื่อแผ่นดิน
6643,เพชรบูรณ์,5,17,นาย,คมสัน,ล้นหลาม,ประชาธรรมไทย
6644,เพชรบูรณ์,5,18,นาย,วินิจ,สัตตะบุตร,พลเมืองไทย
6645,เพชรบูรณ์,5,19,นาย,กฤษพร,ตะกรุดแก้ว,พลังปวงชนไทย
6646,เพชรบูรณ์,5,20,นาย,ปรีชา,จันทจร,พัฒนาประเทศไทย
6647,เพชรบูรณ์,5,21,นาย,วินัย,นาคนิรันดร์,ครูไทยเพื่อประชาชน
6648,เพชรบูรณ์,5,22,นาย,พรหมสิทธิ์,พรหมเมือง,เศรษฐกิจใหม่
6649,เพชรบูรณ์,5,23,นาง,นิภา,แก้วกลิ่น,ประชานิยม
6650,เพชรบูรณ์,5,24,นาง,นพมาศ,มูลสุวรรณ,พลังประชาธิปไตย
6651,เพชรบูรณ์,5,25,นาย,นารุต,ประวาลวงศ์,ประชากรไทย
6652,เพชรบูรณ์,5,26,นาย,บุญเลิศ,เพชรนิล,ภราดรภาพ
6653,เพชรบูรณ์,5,27,นางสาว,ชนากานต์,ริกากรณ์,ผึ้งหลวง
6654,เพชรบูรณ์,5,28,นาย,ประยุทธ,บุญสนอง,ไทรักธรรม
6655,แพร่,1,1,ด.ต.,บุหลัน,ราษฎร์คําพรรณ์,พลังประชารัฐ
6656,แพร่,1,2,นาย,เนาวรัตน์,คณะนัย,เศรษฐกิจใหม่
6657,แพร่,1,3,ร.ต.ต.,สันทัด,อุตวรรณา,เสรีรวมไทย
6658,แพร่,1,4,นาย,ธนกฤต,ตุ้ยดี,เพื่อชาติ
6659,แพร่,1,5,ว่าที่พันตรี,ชาตรี,คันธะวงศ์,พลังธรรมใหม่
6660,แพร่,1,6,นาง,นฤมล,บุญคง,ประชาภิวัฒน์
6661,แพร่,1,7,นาย,เอกการ,ซื่อทรงธรรม,อนาคตใหม่
6662,แพร่,1,8,นาย,กฤตภัทร์,อาริยสุธรรม,พลังท้องถิ่นไท
6663,แพร่,1,9,นาง,ธนินจิตรา,ศุภศิริ,ประชาธิปัตย์
6664,แพร่,1,10,นาย,ทศพร,เสรีรักษ์,ไทยรักษาชาติ
6665,แพร่,1,11,นาย,มนู,สมจิตร,รักษ์ผืนป่าประเทศไทย
,,,,,,,
ลําดับที่,จังหวัด,เขต,เลขที่,คํานําหน้า,ชื่อผ้สมัคร,นามสกลผ้สมัคร,ชื่อพรรคการเมือง
6666,แพร่,1,12,นางสาว,อรนรินทร์,รัตนพันธุ์จักร์,ประชาธิปไตยใหม่
6667,แพร่,1,13,นาย,นพคุณ,ทองถิ่น,รวมพลังประชาชาติไทย
6668,แพร่,1,14,นางสาว,พรพรรณ,พุฒิพาณิชยกิจ,ประชาชนปฏิรูป
6669,แพร่,1,15,นางสาว,กรรณิกา,เตปัง,ไทรักธรรม
6670,แพร่,1,16,นาย,สมาน,ผูกพันธ์ุ,พลังปวงชนไทย
6671,แพร่,1,17,ร้อยตํารวจตรี,มานัส,เดชอุปการ,ภราดรภาพ
6672,แพร่,1,18,นาย,กสานต์,อินทรรุจิกุล,ประชากรไทย
6673,แพร่,1,19,นาง,รัตนมาลี,ทุ่งพรวญ,ชาติพันธุ์ไทย
6674,แพร่,1,20,นางสาว,ฉัฐมณฑน์,ทองสมจิตติ์,มหาชน
6675,แพร่,1,21,ร้อยตรี,เดช,เขื่อนรอบเขต,พลังชาติไทย
6676,แพร่,1,22,นาย,ภาวัต,เสนปัญญา,ครูไทยเพื่อประชาชน
6677,แพร่,1,23,นาง,จารุวรรณ,วิไลจิตต์,เพื่อแผ่นดิน
6678,แพร่,1,24,นาง,พิศ,หนองช้าง,พลังไทยรักไทย
6679,แพร่,1,25,นาย,มงคล,ภัทรทิพย์มงคล,ภูมิใจไทย
6680,แพร่,1,26,นาย,สุนทร,คําสี,พลังไทยดี
6681,แพร่,1,27,นาย,ธวัช,เหมืองหม้อ,ประชาธรรมไทย
6682,แพร่,2,1,นาย,วิตติ,แสงสุพรรณ,พลังประชารัฐ
6683,แพร่,2,2,ร.ต.ท.,ณธีพัฒน์,อมรหิรัญพงษ์,พลังปวงชนไทย
6684,แพร่,2,3,นาย,ครูเอี๊ยด,อินทนรลักษณา,เสรีรวมไทย
6685,แพร่,2,4,นาย,ทักษิณ,ฝากมิตร,เพื่อชาติ
6686,แพร่,2,5,นาย,ดนัย,พิสุทธิ์วิริยานันท์,พลังธรรมใหม่
6687,แพร่,2,6,ร้อยตํารวจโท,สวัสดิ์,แปงขา,ประชาภิวัฒน์
6688,แพร่,2,7,นาย,กฤติดนยั,สันแก้ว,อนาคตใหม่
6689,แพร่,2,8,นาย,รบ,ถุงคํา,พลังท้องถิ่นไท
6690,แพร่,2,9,นาย,คณาธิป,มุดเจริญ,ประชาธิปัตย์
6691,แพร่,2,10,นาย,วรวัจน์,เอื้ออภิญญกุล,ไทยรักษาชาติ
6692,แพร่,2,11,นาย,ถาวร,นาจักร,รักษ์ผืนป่าประเทศไทย
6693,แพร่,2,12,นาง,สิริพร,กุลวงศ์,เศรษฐกิจใหม่
6694,แพร่,2,13,นางสาว,กมลชนก,ชุ่มเชย,รวมพลังประชาชาติไทย
6695,แพร่,2,14,นาย,ธีระ,ปิกจุมปู,ประชาชนปฏิรูป
6696,แพร่,2,15,นาง,ธีมาพร,เอเบล,ไทรักธรรม
6697,แพร่,2,16,นาย,ปราการ,แก้วอ้วน,ภราดรภาพ
6698,แพร่,2,17,นาย,รังสรรค์,เหมะสุทธินันท์,เพื่อแผ่นดิน
6699,แพร่,2,18,นาย,พงศ์พันธ์,กระต่ายทอง,พลังชาติไทย
6700,แพร่,2,19,นาย,ธงไชย,สุราช,ชาติพันธุ์ไทย
6701,แพร่,2,20,นาย,เดชวัฒนะกิจ,จารเขียน,ครูไทยเพื่อประชาชน
6702,แพร่,2,21,นาย,อนุพันธ์,ชัยวิรัช,ภูมิใจไทย
6703,แพร่,2,22,นางสาว,จรรยมณฑน์,จันทร์รักษา,พลังไทยดี
6704,แพร่,2,23,นาย,กรัณย์,กันจะนะ,ประชากรไทย
6705,แพร่,2,24,นาย,พงศ์พันธ์,สุวรรณพงศ์,พลังไทยรักไทย
6706,แพร่,2,25,นาย,คณิน,แพร่น่าน,ประชาธรรมไทย
